datetime,close_spy,close_qqq
2021-11-12 06:00:00,467.27,394.7
2021-11-15 06:00:00,467.43,394.61
2021-11-16 06:00:00,469.28,397.42
2021-11-17 06:00:00,468.14,397.63
2021-11-18 06:00:00,469.73,401.75
2021-11-19 06:00:00,468.89,403.99
2021-11-22 06:00:00,467.57,399.3
2021-11-23 06:00:00,468.19,397.48
2021-11-24 06:00:00,469.44,398.76
2021-11-26 06:00:00,458.97,391.2
2021-11-29 06:00:00,464.6,399.69
2021-11-30 06:00:00,455.56,393.82
2021-12-01 06:00:00,450.5,387.12
2021-12-02 06:00:00,457.4,389.91
2021-12-03 06:00:00,453.42,383.13
2021-12-06 06:00:00,458.79,386.2
2021-12-07 06:00:00,468.28,397.83
2021-12-08 06:00:00,469.52,399.61
2021-12-09 06:00:00,466.35,393.73
2021-12-10 06:00:00,470.74,398.01
2021-12-13 06:00:00,466.57,392.26
2021-12-14 06:00:00,463.36,388.2
2021-12-15 06:00:00,470.6,397.05
2021-12-16 06:00:00,466.45,386.84
2021-12-17 06:00:00,459.87,384.91
2021-12-20 06:00:00,454.98,380.69
2021-12-21 06:00:00,463.06,389.21
2021-12-22 06:00:00,467.69,393.95
2021-12-23 06:00:00,470.6,396.92
2021-12-27 06:00:00,477.26,403.48
2021-12-28 06:00:00,476.87,401.61
2021-12-29 06:00:00,477.48,401.55
2021-12-30 06:00:00,476.16,400.35
2021-12-31 06:00:00,474.96,397.85
2022-01-03 06:00:00,477.71,401.68
2022-01-04 06:00:00,477.55,396.47
2022-01-05 06:00:00,468.38,384.29
